home_team,away_team,home_score,away_score,Round,Year,goal_diff,total_goals,result
29,84,2,0,6,1954,2,2,2
35,8,4,2,6,1954,2,6,2
81,26,4,2,6,1954,2,6,2
73,4,5,7,6,1954,-2,12,0
29,77,7,2,5,1954,5,9,2
73,40,4,1,5,1954,3,5,2
35,29,8,3,4,1954,5,11,2
77,44,7,0,4,1954,7,7,2
40,5,4,1,4,1954,3,5,2
73,26,0,2,4,1954,-2,2,0
81,63,7,0,4,1954,7,7,2
8,84,1,1,4,1954,0,2,1
4,19,5,0,4,1954,5,5,2
28,46,3,2,4,1954,1,5,2
73,40,2,1,4,1954,1,3,2
35,44,9,0,4,1954,9,9,2
29,77,4,1,4,1954,3,5,2
26,5,4,4,4,1954,0,8,1
81,19,2,0,4,1954,2,2,2
84,28,1,0,4,1954,1,1,2
8,46,5,0,4,1954,5,5,2
4,63,1,0,4,1954,1,1,2
72,71,3,1,1,1950,2,4,2
81,8,2,1,1,1950,1,3,2
8,71,6,1,1,1950,5,7,2
81,72,3,2,1,1950,1,5,2
8,72,7,1,1,1950,6,8,2
81,71,2,2,1,1950,0,4,1
12,80,5,2,4,1950,3,7,2
40,54,2,0,4,1950,2,2,2
81,6,8,0,4,1950,8,8,2
71,26,1,0,4,1950,1,1,2
73,46,2,1,4,1950,1,3,2
8,84,2,0,4,1950,2,2,2
71,12,2,0,4,1950,2,2,2
80,26,1,0,4,1950,1,1,2
72,54,2,2,4,1950,0,4,1
8,73,2,2,4,1950,0,4,1
84,46,4,1,4,1950,3,5,2
72,40,3,2,4,1950,1,5,2
26,12,2,0,4,1950,2,2,2
71,80,3,1,4,1950,2,4,2
84,73,3,0,4,1950,3,3,2
8,46,4,0,4,1950,4,4,2
8,72,4,2,11,1938,2,6,2
40,35,4,2,0,1938,2,6,2
35,72,5,1,10,1938,4,6,2
40,8,2,1,10,1938,1,3,2
8,19,2,1,6,1938,1,3,2
72,17,8,0,6,1938,8,8,2
8,19,1,1,6,1938,0,2,1
35,73,2,0,6,1938,2,2,2
40,28,3,1,6,1938,2,4,2
73,29,4,2,7,1938,2,6,2
17,60,2,1,7,1938,1,3,2
40,52,2,1,7,1938,1,3,2
17,60,3,3,7,1938,0,6,1
35,22,6,0,7,1938,6,6,2
28,5,3,1,7,1938,2,4,2
8,56,6,5,7,1938,1,11,2
19,48,3,0,7,1938,3,3,2
73,29,1,1,7,1938,0,2,1
40,19,2,1,0,1934,1,3,2
29,4,3,2,11,1934,1,5,2
19,29,3,1,10,1934,2,4,2
40,4,1,0,10,1934,1,1,2
40,71,1,0,6,1934,1,1,2
4,35,2,1,6,1934,1,3,2
19,73,3,2,6,1934,1,5,2
40,71,1,1,6,1934,0,2,1
29,72,2,1,6,1934,1,3,2
19,60,2,1,7,1934,1,3,2
35,24,4,2,7,1934,2,6,2
4,28,3,2,7,1934,1,5,2
73,48,3,2,7,1934,1,5,2
72,2,3,2,7,1934,1,5,2
71,8,3,1,7,1934,2,4,2
29,5,5,2,7,1934,3,7,2
40,80,7,1,7,1934,6,8,2
81,2,4,2,0,1930,2,6,2
81,84,6,1,10,1930,5,7,2
2,80,6,1,10,1930,5,7,2
2,12,3,1,4,1930,2,4,2
81,60,4,0,4,1930,4,4,2
8,6,4,0,4,1930,4,4,2
54,5,1,0,4,1930,1,1,2
12,28,1,0,4,1930,1,1,2
2,46,6,3,4,1930,3,9,2
81,55,1,0,4,1930,1,1,2
84,6,4,0,4,1930,4,4,2
80,54,3,0,4,1930,3,3,2
12,46,3,0,4,1930,3,3,2
2,28,1,0,4,1930,1,1,2
84,8,2,1,4,1930,1,3,2
60,55,3,1,4,1930,2,4,2
80,5,3,0,4,1930,3,3,2
28,46,4,1,4,1930,3,5,2
