home_team,away_team,home_score,away_score,Round,Year,result,home_rank,home_points,away_rank,away_points,home_win_rate,home_avg_goals,home_avg_conceded,away_win_rate,away_avg_goals,away_avg_conceded
Argentina,Nigeria,1,0,Group stage,2002,2,1.0,1876.118331,26.0,1586.688586,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.2857142857142857,1.0952380952380951,1.4285714285714286
Paraguay,South Africa,2,2,Group stage,2002,1,40.0,1505.349689,60.0,1428.379282,0.2592592592592592,1.1111111111111112,1.4074074074074074,0.2222222222222222,1.2222222222222223,1.7777777777777777
England,Sweden,1,1,Group stage,2002,1,4.0,1827.048678,38.0,1509.785392,0.4324324324324324,1.4054054054054057,0.918918918918919,0.3725490196078431,1.568627450980392,1.431372549019608
Spain,Slovenia,3,1,Group stage,2002,2,2.0,1873.013187,59.0,1441.087158,0.4626865671641791,1.611940298507463,1.1194029850746268,0.1666666666666666,0.8333333333333334,1.6666666666666667
Republic of Ireland,Cameroon,1,1,Group stage,2002,1,58.0,1441.096901,44.0,1481.235245,0.1538461538461538,0.7692307692307693,0.7692307692307693,0.1923076923076923,0.8461538461538461,1.807692307692308
Uruguay,Denmark,1,2,Group stage,2002,0,16.0,1673.068603,21.0,1619.474248,0.423728813559322,1.5084745762711864,1.2881355932203389,0.391304347826087,1.3478260869565215,1.2608695652173914
Germany,Saudi Arabia,8,0,Group stage,2002,2,10.0,1735.771984,61.0,1421.538339,0.6607142857142857,2.25,1.1964285714285714,0.2105263157894736,0.7368421052631579,2.3157894736842106
France,Senegal,0,1,Group stage,2002,0,3.0,1869.428449,15.0,1686.412769,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.4166666666666667,1.3333333333333333,1.4166666666666667
Brazil,France,0,3,Final,1998,0,6.0,1765.856297,3.0,1869.428449,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5342465753424658,1.8630136986301369,1.1643835616438356
Netherlands,Croatia,1,2,Third-place match,1998,0,8.0,1751.097835,11.0,1714.865572,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.4333333333333333,1.4333333333333331,1.1
France,Croatia,2,1,Semi-finals,1998,2,3.0,1869.428449,11.0,1714.865572,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.4333333333333333,1.4333333333333331,1.1
Brazil,Netherlands,1,1,Semi-finals,1998,1,6.0,1765.856297,8.0,1751.097835,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5454545454545454,1.7454545454545454,0.9454545454545454
Netherlands,Argentina,2,1,Quarter-finals,1998,2,8.0,1751.097835,1.0,1876.118331,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.5340909090909091,1.7272727272727273,1.1477272727272727
Germany,Croatia,0,3,Quarter-finals,1998,0,10.0,1735.771984,11.0,1714.865572,0.6607142857142857,2.25,1.1964285714285714,0.4333333333333333,1.4333333333333331,1.1
Italy,France,0,0,Quarter-finals,1998,1,12.0,1704.733836,3.0,1869.428449,0.5421686746987951,1.5421686746987953,0.927710843373494,0.5342465753424658,1.8630136986301369,1.1643835616438356
Brazil,Denmark,3,2,Quarter-finals,1998,2,6.0,1765.856297,21.0,1619.474248,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.391304347826087,1.3478260869565215,1.2608695652173914
Romania,Croatia,0,1,Round of 16,1998,0,53.0,1455.894657,11.0,1714.865572,0.3809523809523809,1.4285714285714286,1.5238095238095235,0.4333333333333333,1.4333333333333331,1.1
Argentina,England,2,2,Round of 16,1998,1,1.0,1876.118331,4.0,1827.048678,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.4324324324324324,1.4054054054054057,0.918918918918919
Germany,Mexico,2,1,Round of 16,1998,2,10.0,1735.771984,14.0,1687.481759,0.6607142857142857,2.25,1.1964285714285714,0.2833333333333333,1.0333333333333334,1.6833333333333331
France,Paraguay,1,0,Round of 16,1998,2,3.0,1869.428449,40.0,1505.349689,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2592592592592592,1.1111111111111112,1.4074074074074074
Nigeria,Denmark,1,4,Round of 16,1998,0,26.0,1586.688586,21.0,1619.474248,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.391304347826087,1.3478260869565215,1.2608695652173914
Italy,Norway,1,0,Round of 16,1998,2,12.0,1704.733836,31.0,1557.437664,0.5421686746987951,1.5421686746987953,0.927710843373494,0.25,0.875,1.0
Brazil,Chile,4,1,Round of 16,1998,2,6.0,1765.856297,55.0,1452.939983,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3333333333333333,1.2121212121212122,1.4848484848484849
Argentina,Croatia,1,0,Group stage,1998,2,1.0,1876.118331,11.0,1714.865572,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.4333333333333333,1.4333333333333331,1.1
Japan,Jamaica,1,2,Group stage,1998,0,18.0,1661.576187,71.0,1357.840144,0.28,1.0,1.32,0.3333333333333333,1.0,3.0
Romania,Tunisia,1,1,Group stage,1998,1,53.0,1455.894657,46.0,1476.405088,0.3809523809523809,1.4285714285714286,1.5238095238095235,0.1666666666666666,0.7777777777777778,1.4444444444444444
Colombia,England,0,2,Group stage,1998,0,13.0,1698.351858,4.0,1827.048678,0.4090909090909091,1.4545454545454546,1.3636363636363635,0.4324324324324324,1.4054054054054057,0.918918918918919
Netherlands,Mexico,2,2,Group stage,1998,1,8.0,1751.097835,14.0,1687.481759,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.2833333333333333,1.0333333333333334,1.6833333333333331
Belgium,Korea Republic,1,1,Group stage,1998,1,9.0,1742.235945,25.0,1591.630886,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.1842105263157894,1.0263157894736843,2.0526315789473686
Germany,IR Iran,2,0,Group stage,1998,2,10.0,1735.771984,20.0,1619.58163,0.6607142857142857,2.25,1.1964285714285714,0.1666666666666666,0.7222222222222222,1.7222222222222223
South Africa,Saudi Arabia,2,2,Group stage,1998,1,60.0,1428.379282,61.0,1421.538339,0.2222222222222222,1.2222222222222223,1.7777777777777777,0.2105263157894736,0.7368421052631579,2.3157894736842106
France,Denmark,2,1,Group stage,1998,2,3.0,1869.428449,21.0,1619.474248,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.391304347826087,1.3478260869565215,1.2608695652173914
Spain,Bulgaria,6,1,Group stage,1998,2,2.0,1873.013187,87.0,1271.683325,0.4626865671641791,1.611940298507463,1.1194029850746268,0.1153846153846153,0.8461538461538461,2.0384615384615383
Nigeria,Paraguay,1,3,Group stage,1998,0,26.0,1586.688586,40.0,1505.349689,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.2592592592592592,1.1111111111111112,1.4074074074074074
Italy,Austria,2,1,Group stage,1998,2,12.0,1704.733836,24.0,1597.404087,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4137931034482758,1.4827586206896552,1.6206896551724137
Chile,Cameroon,1,1,Group stage,1998,1,55.0,1452.939983,44.0,1481.235245,0.3333333333333333,1.2121212121212122,1.4848484848484849,0.1923076923076923,0.8461538461538461,1.807692307692308
Brazil,Norway,1,2,Group stage,1998,0,6.0,1765.856297,31.0,1557.437664,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.25,0.875,1.0
Scotland,Morocco,0,3,Group stage,1998,0,42.0,1503.34027,7.0,1755.100232,0.1739130434782608,1.0869565217391304,1.7826086956521738,0.217391304347826,0.8695652173913043,1.173913043478261
Colombia,Tunisia,1,0,Group stage,1998,2,13.0,1698.351858,46.0,1476.405088,0.4090909090909091,1.4545454545454546,1.3636363636363635,0.1666666666666666,0.7777777777777778,1.4444444444444444
Romania,England,2,1,Group stage,1998,2,53.0,1455.894657,4.0,1827.048678,0.3809523809523809,1.4285714285714286,1.5238095238095235,0.4324324324324324,1.4054054054054057,0.918918918918919
Argentina,Jamaica,5,0,Group stage,1998,2,1.0,1876.118331,71.0,1357.840144,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.3333333333333333,1.0,3.0
Japan,Croatia,0,1,Group stage,1998,0,18.0,1661.576187,11.0,1714.865572,0.28,1.0,1.32,0.4333333333333333,1.4333333333333331,1.1
Belgium,Mexico,2,2,Group stage,1998,1,9.0,1742.235945,14.0,1687.481759,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.2833333333333333,1.0333333333333334,1.6833333333333331
Netherlands,Korea Republic,5,0,Group stage,1998,2,8.0,1751.097835,25.0,1591.630886,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.1842105263157894,1.0263157894736843,2.0526315789473686
Nigeria,Bulgaria,1,0,Group stage,1998,2,26.0,1586.688586,87.0,1271.683325,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.1153846153846153,0.8461538461538461,2.0384615384615383
Spain,Paraguay,0,0,Group stage,1998,1,2.0,1873.013187,40.0,1505.349689,0.4626865671641791,1.611940298507463,1.1194029850746268,0.2592592592592592,1.1111111111111112,1.4074074074074074
South Africa,Denmark,1,1,Group stage,1998,1,60.0,1428.379282,21.0,1619.474248,0.2222222222222222,1.2222222222222223,1.7777777777777777,0.391304347826087,1.3478260869565215,1.2608695652173914
France,Saudi Arabia,4,0,Group stage,1998,2,3.0,1869.428449,61.0,1421.538339,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2105263157894736,0.7368421052631579,2.3157894736842106
Chile,Austria,1,1,Group stage,1998,1,55.0,1452.939983,24.0,1597.404087,0.3333333333333333,1.2121212121212122,1.4848484848484849,0.4137931034482758,1.4827586206896552,1.6206896551724137
Italy,Cameroon,3,0,Group stage,1998,2,12.0,1704.733836,44.0,1481.235245,0.5421686746987951,1.5421686746987953,0.927710843373494,0.1923076923076923,0.8461538461538461,1.807692307692308
Scotland,Norway,1,1,Group stage,1998,1,42.0,1503.34027,31.0,1557.437664,0.1739130434782608,1.0869565217391304,1.7826086956521738,0.25,0.875,1.0
Brazil,Morocco,3,0,Group stage,1998,2,6.0,1765.856297,7.0,1755.100232,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.217391304347826,0.8695652173913043,1.173913043478261
England,Tunisia,2,0,Group stage,1998,2,4.0,1827.048678,46.0,1476.405088,0.4324324324324324,1.4054054054054057,0.918918918918919,0.1666666666666666,0.7777777777777778,1.4444444444444444
Romania,Colombia,1,0,Group stage,1998,2,53.0,1455.894657,13.0,1698.351858,0.3809523809523809,1.4285714285714286,1.5238095238095235,0.4090909090909091,1.4545454545454546,1.3636363636363635
Argentina,Japan,1,0,Group stage,1998,2,1.0,1876.118331,18.0,1661.576187,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.28,1.0,1.32
Jamaica,Croatia,1,3,Group stage,1998,0,71.0,1357.840144,11.0,1714.865572,0.3333333333333333,1.0,3.0,0.4333333333333333,1.4333333333333331,1.1
Spain,Nigeria,2,3,Group stage,1998,0,2.0,1873.013187,26.0,1586.688586,0.4626865671641791,1.611940298507463,1.1194029850746268,0.2857142857142857,1.0952380952380951,1.4285714285714286
Korea Republic,Mexico,1,3,Group stage,1998,0,25.0,1591.630886,14.0,1687.481759,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.2833333333333333,1.0333333333333334,1.6833333333333331
Netherlands,Belgium,0,0,Group stage,1998,1,8.0,1751.097835,9.0,1742.235945,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.4117647058823529,1.3529411764705883,1.4509803921568627
Paraguay,Bulgaria,0,0,Group stage,1998,1,40.0,1505.349689,87.0,1271.683325,0.2592592592592592,1.1111111111111112,1.4074074074074074,0.1153846153846153,0.8461538461538461,2.0384615384615383
Saudi Arabia,Denmark,0,1,Group stage,1998,0,61.0,1421.538339,21.0,1619.474248,0.2105263157894736,0.7368421052631579,2.3157894736842106,0.391304347826087,1.3478260869565215,1.2608695652173914
France,South Africa,3,0,Group stage,1998,2,3.0,1869.428449,60.0,1428.379282,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2222222222222222,1.2222222222222223,1.7777777777777777
Italy,Chile,2,2,Group stage,1998,1,12.0,1704.733836,55.0,1452.939983,0.5421686746987951,1.5421686746987953,0.927710843373494,0.3333333333333333,1.2121212121212122,1.4848484848484849
Cameroon,Austria,1,1,Group stage,1998,1,44.0,1481.235245,24.0,1597.404087,0.1923076923076923,0.8461538461538461,1.807692307692308,0.4137931034482758,1.4827586206896552,1.6206896551724137
Brazil,Scotland,2,1,Group stage,1998,2,6.0,1765.856297,42.0,1503.34027,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.1739130434782608,1.0869565217391304,1.7826086956521738
Morocco,Norway,2,2,Group stage,1998,1,7.0,1755.100232,31.0,1557.437664,0.217391304347826,0.8695652173913043,1.173913043478261,0.25,0.875,1.0
Brazil,Italy,0,0,Final,1994,1,6.0,1765.856297,12.0,1704.733836,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5421686746987951,1.5421686746987953,0.927710843373494
Sweden,Bulgaria,4,0,Third-place match,1994,2,38.0,1509.785392,87.0,1271.683325,0.3725490196078431,1.568627450980392,1.431372549019608,0.1153846153846153,0.8461538461538461,2.0384615384615383
Bulgaria,Italy,1,2,Semi-finals,1994,0,87.0,1271.683325,12.0,1704.733836,0.1153846153846153,0.8461538461538461,2.0384615384615383,0.5421686746987951,1.5421686746987953,0.927710843373494
Sweden,Brazil,0,1,Semi-finals,1994,0,38.0,1509.785392,6.0,1765.856297,0.3725490196078431,1.568627450980392,1.431372549019608,0.6666666666666666,2.0789473684210527,0.9473684210526316
Bulgaria,Germany,2,1,Quarter-finals,1994,2,87.0,1271.683325,10.0,1735.771984,0.1153846153846153,0.8461538461538461,2.0384615384615383,0.6607142857142857,2.25,1.1964285714285714
Romania,Sweden,2,2,Quarter-finals,1994,1,53.0,1455.894657,38.0,1509.785392,0.3809523809523809,1.4285714285714286,1.5238095238095235,0.3725490196078431,1.568627450980392,1.431372549019608
Italy,Spain,2,1,Quarter-finals,1994,2,12.0,1704.733836,2.0,1873.013187,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4626865671641791,1.611940298507463,1.1194029850746268
Netherlands,Brazil,2,3,Quarter-finals,1994,0,8.0,1751.097835,6.0,1765.856297,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.6666666666666666,2.0789473684210527,0.9473684210526316
Nigeria,Italy,1,2,Round of 16,1994,0,26.0,1586.688586,12.0,1704.733836,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.5421686746987951,1.5421686746987953,0.927710843373494
Mexico,Bulgaria,1,1,Round of 16,1994,1,14.0,1687.481759,87.0,1271.683325,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.1153846153846153,0.8461538461538461,2.0384615384615383
Netherlands,Republic of Ireland,2,0,Round of 16,1994,2,8.0,1751.097835,58.0,1441.096901,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.1538461538461538,0.7692307692307693,0.7692307692307693
Saudi Arabia,Sweden,1,3,Round of 16,1994,0,61.0,1421.538339,38.0,1509.785392,0.2105263157894736,0.7368421052631579,2.3157894736842106,0.3725490196078431,1.568627450980392,1.431372549019608
Romania,Argentina,3,2,Round of 16,1994,2,53.0,1455.894657,1.0,1876.118331,0.3809523809523809,1.4285714285714286,1.5238095238095235,0.5340909090909091,1.7272727272727273,1.1477272727272727
Germany,Belgium,3,2,Round of 16,1994,2,10.0,1735.771984,9.0,1742.235945,0.6607142857142857,2.25,1.1964285714285714,0.4117647058823529,1.3529411764705883,1.4509803921568627
Spain,Switzerland,3,0,Round of 16,1994,2,2.0,1873.013187,19.0,1650.064179,0.4626865671641791,1.611940298507463,1.1194029850746268,0.3414634146341463,1.3414634146341464,1.7804878048780488
Greece,Nigeria,0,2,Group stage,1994,0,48.0,1473.187305,26.0,1586.688586,0.2,0.5,2.0,0.2857142857142857,1.0952380952380951,1.4285714285714286
Argentina,Bulgaria,0,2,Group stage,1994,0,1.0,1876.118331,87.0,1271.683325,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.1153846153846153,0.8461538461538461,2.0384615384615383
Morocco,Netherlands,1,2,Group stage,1994,0,7.0,1755.100232,8.0,1751.097835,0.217391304347826,0.8695652173913043,1.173913043478261,0.5454545454545454,1.7454545454545454,0.9454545454545454
Belgium,Saudi Arabia,0,1,Group stage,1994,0,9.0,1742.235945,61.0,1421.538339,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.2105263157894736,0.7368421052631579,2.3157894736842106
Italy,Mexico,1,1,Group stage,1994,1,12.0,1704.733836,14.0,1687.481759,0.5421686746987951,1.5421686746987953,0.927710843373494,0.2833333333333333,1.0333333333333334,1.6833333333333331
Republic of Ireland,Norway,0,0,Group stage,1994,1,58.0,1441.096901,31.0,1557.437664,0.1538461538461538,0.7692307692307693,0.7692307692307693,0.25,0.875,1.0
Russia,Cameroon,6,1,Group stage,1994,2,35.0,1527.237131,44.0,1481.235245,0.2857142857142857,1.7142857142857142,1.4285714285714286,0.1923076923076923,0.8461538461538461,1.807692307692308
Brazil,Sweden,1,1,Group stage,1994,1,6.0,1765.856297,38.0,1509.785392,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3725490196078431,1.568627450980392,1.431372549019608
Germany,Korea Republic,3,2,Group stage,1994,2,10.0,1735.771984,25.0,1591.630886,0.6607142857142857,2.25,1.1964285714285714,0.1842105263157894,1.0263157894736843,2.0526315789473686
Bolivia,Spain,1,3,Group stage,1994,0,77.0,1325.995377,2.0,1873.013187,0.0,0.1666666666666666,3.333333333333333,0.4626865671641791,1.611940298507463,1.1194029850746268
Bulgaria,Greece,4,0,Group stage,1994,2,87.0,1271.683325,48.0,1473.187305,0.1153846153846153,0.8461538461538461,2.0384615384615383,0.2,0.5,2.0
Switzerland,Colombia,0,2,Group stage,1994,0,19.0,1650.064179,13.0,1698.351858,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.4090909090909091,1.4545454545454546,1.3636363636363635
Belgium,Netherlands,1,0,Group stage,1994,2,9.0,1742.235945,8.0,1751.097835,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.5454545454545454,1.7454545454545454,0.9454545454545454
Saudi Arabia,Morocco,2,1,Group stage,1994,2,61.0,1421.538339,7.0,1755.100232,0.2105263157894736,0.7368421052631579,2.3157894736842106,0.217391304347826,0.8695652173913043,1.173913043478261
Argentina,Nigeria,2,1,Group stage,1994,2,1.0,1876.118331,26.0,1586.688586,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.2857142857142857,1.0952380952380951,1.4285714285714286
Mexico,Republic of Ireland,2,1,Group stage,1994,2,14.0,1687.481759,58.0,1441.096901,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.1538461538461538,0.7692307692307693,0.7692307692307693
Brazil,Cameroon,3,0,Group stage,1994,2,6.0,1765.856297,44.0,1481.235245,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.1923076923076923,0.8461538461538461,1.807692307692308
Sweden,Russia,3,1,Group stage,1994,2,38.0,1509.785392,35.0,1527.237131,0.3725490196078431,1.568627450980392,1.431372549019608,0.2857142857142857,1.7142857142857142,1.4285714285714286
Italy,Norway,1,0,Group stage,1994,2,12.0,1704.733836,31.0,1557.437664,0.5421686746987951,1.5421686746987953,0.927710843373494,0.25,0.875,1.0
Korea Republic,Bolivia,0,0,Group stage,1994,1,25.0,1591.630886,77.0,1325.995377,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.0,0.1666666666666666,3.333333333333333
Romania,Switzerland,1,4,Group stage,1994,0,53.0,1455.894657,19.0,1650.064179,0.3809523809523809,1.4285714285714286,1.5238095238095235,0.3414634146341463,1.3414634146341464,1.7804878048780488
Argentina,Greece,4,0,Group stage,1994,2,1.0,1876.118331,48.0,1473.187305,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.2,0.5,2.0
Germany,Spain,1,1,Group stage,1994,1,10.0,1735.771984,2.0,1873.013187,0.6607142857142857,2.25,1.1964285714285714,0.4626865671641791,1.611940298507463,1.1194029850746268
Nigeria,Bulgaria,3,0,Group stage,1994,2,26.0,1586.688586,87.0,1271.683325,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.1153846153846153,0.8461538461538461,2.0384615384615383
Brazil,Russia,2,0,Group stage,1994,2,6.0,1765.856297,35.0,1527.237131,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.2857142857142857,1.7142857142857142,1.4285714285714286
Netherlands,Saudi Arabia,2,1,Group stage,1994,2,8.0,1751.097835,61.0,1421.538339,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.2105263157894736,0.7368421052631579,2.3157894736842106
Belgium,Morocco,1,0,Group stage,1994,2,9.0,1742.235945,7.0,1755.100232,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.217391304347826,0.8695652173913043,1.173913043478261
Norway,Mexico,1,0,Group stage,1994,2,31.0,1557.437664,14.0,1687.481759,0.25,0.875,1.0,0.2833333333333333,1.0333333333333334,1.6833333333333331
Cameroon,Sweden,2,2,Group stage,1994,1,44.0,1481.235245,38.0,1509.785392,0.1923076923076923,0.8461538461538461,1.807692307692308,0.3725490196078431,1.568627450980392,1.431372549019608
Italy,Republic of Ireland,0,1,Group stage,1994,0,12.0,1704.733836,58.0,1441.096901,0.5421686746987951,1.5421686746987953,0.927710843373494,0.1538461538461538,0.7692307692307693,0.7692307692307693
Colombia,Romania,1,3,Group stage,1994,0,13.0,1698.351858,53.0,1455.894657,0.4090909090909091,1.4545454545454546,1.3636363636363635,0.3809523809523809,1.4285714285714286,1.5238095238095235
Germany,Bolivia,1,0,Group stage,1994,2,10.0,1735.771984,77.0,1325.995377,0.6607142857142857,2.25,1.1964285714285714,0.0,0.1666666666666666,3.333333333333333
Spain,Korea Republic,2,2,Group stage,1994,1,2.0,1873.013187,25.0,1591.630886,0.4626865671641791,1.611940298507463,1.1194029850746268,0.1842105263157894,1.0263157894736843,2.0526315789473686
Italy,England,2,1,Third-place match,1990,2,12.0,1704.733836,4.0,1827.048678,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4324324324324324,1.4054054054054057,0.918918918918919
Italy,Argentina,1,1,Semi-finals,1990,1,12.0,1704.733836,1.0,1876.118331,0.5421686746987951,1.5421686746987953,0.927710843373494,0.5340909090909091,1.7272727272727273,1.1477272727272727
England,Cameroon,3,2,Quarter-finals,1990,2,4.0,1827.048678,44.0,1481.235245,0.4324324324324324,1.4054054054054057,0.918918918918919,0.1923076923076923,0.8461538461538461,1.807692307692308
Italy,Republic of Ireland,1,0,Quarter-finals,1990,2,12.0,1704.733836,58.0,1441.096901,0.5421686746987951,1.5421686746987953,0.927710843373494,0.1538461538461538,0.7692307692307693,0.7692307692307693
England,Belgium,1,0,Round of 16,1990,2,4.0,1827.048678,9.0,1742.235945,0.4324324324324324,1.4054054054054057,0.918918918918919,0.4117647058823529,1.3529411764705883,1.4509803921568627
Republic of Ireland,Romania,0,0,Round of 16,1990,1,58.0,1441.096901,53.0,1455.894657,0.1538461538461538,0.7692307692307693,0.7692307692307693,0.3809523809523809,1.4285714285714286,1.5238095238095235
Italy,Uruguay,2,0,Round of 16,1990,2,12.0,1704.733836,16.0,1673.068603,0.5421686746987951,1.5421686746987953,0.927710843373494,0.423728813559322,1.5084745762711864,1.2881355932203389
Brazil,Argentina,0,1,Round of 16,1990,0,6.0,1765.856297,1.0,1876.118331,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5340909090909091,1.7272727272727273,1.1477272727272727
Cameroon,Colombia,2,1,Round of 16,1990,2,44.0,1481.235245,13.0,1698.351858,0.1923076923076923,0.8461538461538461,1.807692307692308,0.4090909090909091,1.4545454545454546,1.3636363636363635
Belgium,Spain,1,2,Group stage,1990,0,9.0,1742.235945,2.0,1873.013187,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.4626865671641791,1.611940298507463,1.1194029850746268
Korea Republic,Uruguay,0,1,Group stage,1990,0,25.0,1591.630886,16.0,1673.068603,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.423728813559322,1.5084745762711864,1.2881355932203389
Republic of Ireland,Netherlands,1,1,Group stage,1990,1,58.0,1441.096901,8.0,1751.097835,0.1538461538461538,0.7692307692307693,0.7692307692307693,0.5454545454545454,1.7454545454545454,0.9454545454545454
England,Egypt,1,0,Group stage,1990,2,4.0,1827.048678,29.0,1562.367246,0.4324324324324324,1.4054054054054057,0.918918918918919,0.0,0.7142857142857143,1.7142857142857142
Sweden,Costa Rica,1,2,Group stage,1990,0,38.0,1509.785392,52.0,1457.00228,0.3725490196078431,1.568627450980392,1.431372549019608,0.2857142857142857,1.0476190476190477,1.8571428571428568
Brazil,Scotland,1,0,Group stage,1990,2,6.0,1765.856297,42.0,1503.34027,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.1739130434782608,1.0869565217391304,1.7826086956521738
Argentina,Romania,1,1,Group stage,1990,1,1.0,1876.118331,53.0,1455.894657,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.3809523809523809,1.4285714285714286,1.5238095238095235
Republic of Ireland,Egypt,0,0,Group stage,1990,1,58.0,1441.096901,29.0,1562.367246,0.1538461538461538,0.7692307692307693,0.7692307692307693,0.0,0.7142857142857143,1.7142857142857142
Belgium,Uruguay,3,1,Group stage,1990,2,9.0,1742.235945,16.0,1673.068603,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.423728813559322,1.5084745762711864,1.2881355932203389
Korea Republic,Spain,1,3,Group stage,1990,0,25.0,1591.630886,2.0,1873.013187,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.4626865671641791,1.611940298507463,1.1194029850746268
Brazil,Costa Rica,1,0,Group stage,1990,2,6.0,1765.856297,52.0,1457.00228,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.2857142857142857,1.0476190476190477,1.8571428571428568
England,Netherlands,0,0,Group stage,1990,1,4.0,1827.048678,8.0,1751.097835,0.4324324324324324,1.4054054054054057,0.918918918918919,0.5454545454545454,1.7454545454545454,0.9454545454545454
Sweden,Scotland,1,2,Group stage,1990,0,38.0,1509.785392,42.0,1503.34027,0.3725490196078431,1.568627450980392,1.431372549019608,0.1739130434782608,1.0869565217391304,1.7826086956521738
Cameroon,Romania,2,1,Group stage,1990,2,44.0,1481.235245,53.0,1455.894657,0.1923076923076923,0.8461538461538461,1.807692307692308,0.3809523809523809,1.4285714285714286,1.5238095238095235
Uruguay,Spain,0,0,Group stage,1990,1,16.0,1673.068603,2.0,1873.013187,0.423728813559322,1.5084745762711864,1.2881355932203389,0.4626865671641791,1.611940298507463,1.1194029850746268
Belgium,Korea Republic,2,0,Group stage,1990,2,9.0,1742.235945,25.0,1591.630886,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.1842105263157894,1.0263157894736843,2.0526315789473686
Netherlands,Egypt,1,1,Group stage,1990,1,8.0,1751.097835,29.0,1562.367246,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.0,0.7142857142857143,1.7142857142857142
Costa Rica,Scotland,1,0,Group stage,1990,2,52.0,1457.00228,42.0,1503.34027,0.2857142857142857,1.0476190476190477,1.8571428571428568,0.1739130434782608,1.0869565217391304,1.7826086956521738
England,Republic of Ireland,1,1,Group stage,1990,1,4.0,1827.048678,58.0,1441.096901,0.4324324324324324,1.4054054054054057,0.918918918918919,0.1538461538461538,0.7692307692307693,0.7692307692307693
Brazil,Sweden,2,1,Group stage,1990,2,6.0,1765.856297,38.0,1509.785392,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3725490196078431,1.568627450980392,1.431372549019608
United Arab Emirates,Colombia,0,2,Group stage,1990,0,68.0,1370.469434,13.0,1698.351858,0.0,0.6666666666666666,3.6666666666666665,0.4090909090909091,1.4545454545454546,1.3636363636363635
Italy,Austria,1,0,Group stage,1990,2,12.0,1704.733836,24.0,1597.404087,0.5421686746987951,1.5421686746987953,0.927710843373494,0.4137931034482758,1.4827586206896552,1.6206896551724137
